titulo;precio;ubicacion;descripcion;url;litros_detectados;ala_detectada;cumple_criterios;fecha_publicacion;envio;estado;imagen
Tabla Wing/SUP Foil Gong Zuma;265.0;Tolosa, 20400;"Tabla rigida Gong Zuma, versátil para wingfoil o SUP foil. Medidas en fotos. Tiene agujeros para straps

Tiene bastantes toques superficiales que se ven en las fotos pero no le ha entrado agua. Tapados con epoxy para reforzar la zona


Funda de transporte opcional +50 eur. Le va un poco grande";https://es.wallapop.com/item/tabla-wing-sup-foil-gong-zuma-1263305863;[];[];False;2026-07-09;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kw/51/__/c10420p1263305863/i6503617963.jpg?pictureSize=W640
Velas Wingfoil Duotone Slick;650.0;Albons, 17136;"Conjunto de tres velas de wingfoil Duotone Slick en diferentes tamaños.
- Mini Boom 125 silver
- Vela 1: Duotone Slick 4.0 buen estado 
- Vela 2: Duotone Slick 5.0 buen estado 
- Vela 3: Duotone Slick 6.5 en condiciones aceptables 
- Bomba de inchado manual duotone
Todas con bolsa de transporte,sin leash
NO VENDO SUELTO";https://es.wallapop.com/item/velas-wingfoil-duotone-slick-1280646174;[];[];False;2026-07-10;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l6/go/__/c10420p1280646174/i6611116509.jpg?pictureSize=W640
Fanatic Sky Wing 95L Tabla de Wingfoil;440.0;Barcelona, 08007;"Tabla de wingfoil Fanatic / Duotone Sky Wing de 95 litros. Fantastica para dar los primeros pasos en este deporte.

- Incluye asas de sujeción.
- Marca Fanatic.
- Reparación superficial en taller oficial.
- Área Barcelona, Girona, Tarragona";https://es.wallapop.com/item/fanatic-sky-wing-95l-tabla-de-wingfoil-1172775047;[95];[];False;2026-07-07;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/je/8n/__/c10420p1172775047/i5919126568.jpg?pictureSize=W640
Tabla WINGFOIL FONE S Rocket 48l, 4.10;225.0;Castellón de la Plana/Castelló de la Plana, 12001;"Tabla ROCKET WING S es una 4'10 de 48 litros, funciona muy bien, ideal para gente de nivel (no principiantes) que quiera bajar de litros, el pad está desgastado pero no afecta en la navegación, la tabla no tiene agujeros, reparaciones, zonas blandas o entradas de agua, está en su peso original,  si que tiene varias zonas con la pintura saltada o rozaduras, solo son daños estéticos, la tabla está dura por todas partes, una tabla para años y muy barata.

No incluye los foodstraps.



Wing, wingfoil, f-one, fone, duotone, kt";https://es.wallapop.com/item/tabla-wingfoil-fone-s-rocket-1086040783;[48];[];False;2026-06-27;Envío disponible;Reservado;https://cdn.wallapop.com/images/10420/hy/lm/__/c10420p1086040783/i6023104179.jpg?pictureSize=W640
Tabla North Wingfoil 48L;350.0;La Capellania, 29630;"Tabla de wingfoil North de 48 litros. Ideal para disfrutar del deporte.

- Diseño moderno y muy ligera";https://es.wallapop.com/item/tabla-north-wingfoil-48l-1175348833;[48];[];False;2026-07-06;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/jf/rs/__/c10420p1175348833/i5932942604.jpg?pictureSize=W640
Ala Delantera Wingfoil WNG500 1200 cm²;170.0;Tamaraceite, 35018;"Item: 722507
Marca: TRIBORD
Producto disponible en la tienda Tamaraceite.
Muy Bueno - Producto completo. Funcional y 100% seguro. El producto puede tener ligeros defectos estéticos: marcas, arañazos.
Surf ala delantera de foil
Garantía de 3 años.
#segundamanodeca1392";https://es.wallapop.com/item/ala-delantera-wingfoil-wng500-1200cm-1244647826;[];[];False;2026-06-03;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kl/14/__/c10420p1244647826/i6384445747.jpg?pictureSize=W640
North Nova 2.5m 2022;230.0;Sant Josep de sa Talaia, 07830;"Vela wingfoil North Nova de 2.5 metros, modelo 2022.
- En perfecto estado (no tiene ningun roto!)
tiene como maximo 6usos";https://es.wallapop.com/item/north-nova-2-5m-2022-1196772735;[];[2.5];False;2026-06-13;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/js/iz/__/c10420p1196772735/i6057433290.jpg?pictureSize=W640
Tavola Wingfoil Air Beluga 155 90lt;299.0;Bari, 70132;"Tavola da wingfoil Air Beluga con sacca.

- Modello: Beluga
- Volume: 90 litri
- Dimensioni: 155 cm
- Colore: Arancione
- Include sacca di trasporto";https://es.wallapop.com/item/tavola-wingfoil-air-beluga-155-90lt-1275966189;[90];[];False;2026-06-26;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l3/od/__/c10420p1275966189/i6580691410.jpg?pictureSize=W640
Alargador Windsurf SDM 61cm;35.0;Hoyo de Manzanares, 28240;"Alargador Windsurf SDM 61cm.

Medidas (ver foto)
61cm total 
55cm hasta base

Se puede ver en Hoyo de Manzanares y en Cerceda (Madrid)

No Leer:
Alargador windsurf, pie de mastil windsurf, Tabla de slalom, windsurf, slalom, olas, Wingfoil, vela, surf, tabla windsurf, vela windsurf, kite, foil.";https://es.wallapop.com/item/alargador-windsurf-sdm-61cm-1212299604;[];[];False;2026-07-04;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/k1/rs/__/c10420p1212299604/i6175732369.jpg?pictureSize=W640
Alquiler Equipo Wingfoil;1.0;Moaña, 36950;"Vas a un spot en el que no navegas habitualmente y necesitas material diatinto o quieres probar algo nuevo? En Foil Fanatics tenemos disponibles equipos de alta gama para que pruebes, disfrutes siempre. Enviamos a toda peninsula + baleares. posibilidad de alquiler de larga duracion!

material disponible:

wing ozone:
wasp v2: 4m, 6m
wasp v3: 3.6m, 4.3m, 5.0m, 5.7m
flow 5m, 5.7m
fusion: 5m

foils full carbon:

apex, mastil 90cm, alas delanteras: 950, 1250, 1500, 1200 LA (kite)

sabfoil kraken, plato o tuttle, 83cm, 93cm
ala delanteras: w1100 2100cm2, medusa 799 1100cm2

tablas ozone:
apex kite foil
rise full carbon 75L, 90L";https://es.wallapop.com/item/alquiler-equipo-wingfoil-1007174941;[75, 90];[3.6, 4, 4.3, 5, 5.7, 6];False;2026-07-08;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/gn/n9/__/c10420p1007174941/i4900591101.jpg?pictureSize=W640
Duotone Unit 3.5 2025;363.0;Casas de Porro, 11380;"Wing de wingfoil Duotone Unit 3.5.
- Modelo del año 2025.
Incluye Boom
Con reparaciones";https://es.wallapop.com/item/duotone-unit-3-5-2025-1259769264;[];[];False;2026-06-13;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/ku/18/__/c10420p1259769264/i6481445382.jpg?pictureSize=W640
Duotone mástil wingfoil Slim 2.0 Dlab 84 2026;1129.0;Alzira, 46600;"Mástil Duotone Slim 2.0 Dlab 84.tiene una cuerda de 13.8 mm en su parte estrecha ( la funcional ) HM ALTO MODULO 

- Modelo: Slim 2.0
- Marca: Duotone
- Serie: Dlab
- Medida: 84";https://es.wallapop.com/item/mastil-wingfoil-duotone-slim-2-0-dlab-84-13-8-mm-1272271095;[];[];False;2026-07-09;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l1/h6/__/c10420p1272271095/i6559745313.jpg?pictureSize=W640
DUOTONE Unit D/Lab 4.5 2024;440.0;Tarifa, 11380;Magnífica ala de wingfoil DUOTONE Unit D/Lab 4.5 2024 en buen estado y sin reparaciones. El precio incluye asas. Contáctenos para mas info. Estamos en Duotone Pro Shop Tarifa by WET. Le esperamos;https://es.wallapop.com/item/duotone-unit-d-lab-4-5-2024-1278911684;[];[];False;2026-07-10;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l5/fi/__/c10420p1278911684/i6600122910.jpg?pictureSize=W640
SUP North Sails Skipper | Tabla de paddle travesia;650.0;Can Pastilla, 07610;"Tabla de Stand Up Paddle / SUP / Padel Surf / Paddle /...
 North Sails Skipper - Ideal para travesías - 14' Pies
Se entrega con bolsa de transporte, leash, bomba y quilla.

Es una tabla muy rápida, genial para cubrir largas distancias.

Usada muy pocas veces. En muy buen estado.

Muchos más artículos de kitesurf, wingfoil, efoil, wake, wakefoil, SUP/ Stand Up Paddle, surf, y mucho más en nuestro perfil.";https://es.wallapop.com/item/sup-north-sails-skipper-tabla-de-paddle-travesia-1070180085;[];[];False;2026-03-08;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/hp/5o/__/c10420p1070180085/i5244264835.jpg?pictureSize=W640
Tabla Kitesurf Maelstrom Bullseye om;90.0;Sevilla, 41005;"Tabla de kitesurf Maelstrom Bullseye con un diseño llamativo. O cambio por cometa wingfoil.

- Diseño con detalles en azul y beige.
- Incluye fijaciones para los pies.
- Medidas 136 cms / 40 cms.";https://es.wallapop.com/item/tabla-kitesurf-maelstrom-bullseye-1183802294;[];[];False;2026-07-06;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/jk/sz/__/c10420p1183802294/i5978639757.jpg?pictureSize=W640
Mástil Wingfoil Naish Carbon HM 85cm monobloque;595.0;Alzira, 46600;"CHOLLO REGALADO 14.5 mm UNA PASADA DE MASTIL EN CUANTO A RIGIDEZ Y PRESTACIONES.Mástil de wingfoil Naish de carbono de alto módulo (HM)!!ES EL HM CARBON CUERDA VARIABLE( EN B3 con un 30% de descuento vale 1050€ en casa tros sitio 1300€)monobloque con la cuerda más estrecha en la conexión con el avión Con cover y tornillería .!!!!ME URGE VENTA PORQUE ME LLEGO EL NUEVO. 12.8 MM ABAJO DE CUERDA Y 14.8 ARRIBA CERCA PIE DE MASTIL

- Longitud de 85 cm.
- Material: Carbono HM.
- Marca: Naish.";https://es.wallapop.com/item/mastil-wingfoil-naish-carbon-hm-85cm-monobloque-1264561850;[];[];False;2026-07-09;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kw/vy/__/c10420p1264561850/i6574881678.jpg?pictureSize=W640
tabla wingfoil 55L wing foil solo canarias;375.0;Barreto, 35411;"Tabla Limitwaves Custom Tarifa
Marca con más de 30 años de experiencia
Más info en Instagram en @limitwaves_canarias o en nuestra web limitwaves.com

Modelo:V3 de 55L
Construcción: Full Carbon
4’4” x 23” x 4”
Peso: 4,3Kg

Si eres de Gran Canaria podemos quedar en el spot y la pruebas.";https://es.wallapop.com/item/tabla-wingfoil-55l-wing-foil-solo-canarias-1027692099;[55];[];False;2026-06-24;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/gz/v0/__/c10420p1027692099/i5975538904.jpg?pictureSize=W640
Mastil carbono HM85 de North Wingfoil;950.0;Aeropuerto Reina Sofia, 38610;"Mastil carbono HM85 wingfoil de North.

- Mástil carbono HM85.              950€
- Estabilizador sonar 208.             150€ (#)
- fuselage carbono 600.               180€
- Bolsa de transporte.                    50€
Estado perfecto, 

Todo negociable!!

- wing Nova Pro 4.2  520€
- wing Nova Pro 5.0 530€";https://es.wallapop.com/item/set-de-foil-north-wingfoil-1252366806;[];[];False;2026-07-07;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kp/mk/__/c10420p1252366806/i6434612497.jpg?pictureSize=W640
Duotone Ventis 8.0 2025 Wingfoil;800.0;Almería, 04008;"Wing de Duotone, modelo Ventis de 8.0 m² del año 2025.
En inmejorable estado, muy poco usada.
Funciona increiblemente bien hasta con viento marginal.
Rango de  5 - 16 nudos.
Sin poros ni reparaciones";https://es.wallapop.com/item/wingfoil-duotone-wing-ventis-8-0-2025-1212873388;[];[8];False;2026-06-13;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/k2/43/__/c10420p1212873388/i6178845423.jpg?pictureSize=W640
RRD Wingfoil mastil 85;108.0;Benaguasil, 46180;"RRD Wingfoil Mastil 85, con algunas marcas de uso, funciona perfectamente.
Lo vendo con funda.";https://es.wallapop.com/item/rrd-wingfoil-mastil-85-1113573196;[];[];False;2026-06-24;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/ie/zq/__/c10420p1113573196/i5490194903.jpg?pictureSize=W640
Tabla completa Wingfoil Downwind & Race CARBONO;1450.0;Zaragoza, 50014;"Tabla de wingfoil diseñada para downwind y race. Su forma optimizada permite un deslizamiento eficiente.
Doble sistema de fuselaje en pumping o dirección y control.
- Color Rojo con detalles en negro.
- Incluye straps 
- Foil SIC MAUI SLASH 1100 pumping y olas";https://es.wallapop.com/item/tabla-completa-wingfoil-downwind-race-1263005211;[];[];False;2026-06-17;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kv/yl/__/c10420p1263005211/i6501920774.jpg?pictureSize=W640
Rack desmontable para tablas de surf / ski / foil;86.0;Sanata, 08450;"🪵 Soporte de pared para tablas surf / foil / skate – Madera premium (2-4 tablas)
Soporte horizontal de pared para guardar hasta 4 tablas de forma segura y estética. Ideal para surf, foil, wingfoil, skate, snow o esquís.
✔️ Ahorra espacio y queda brutal como decoración
✔️ Ancho ajustable hasta 82 cm
✔️ Muy fácil instalación (incluye tornillos y tacos)
✔️ Montaje/desmontaje en minutos (1 persona)
✔️ Madera de abedul resistente y duradera
✔️ Cada nivel: 40 cm profundidad / 15 cm altura
✔️ Ganchos inferiores para leash, neopreno o bolsa
Disponible en versión de 2, 3 o 4 soportes según lo que necesites.
Perfecto para tener las tablas or";https://es.wallapop.com/item/rack-desmontable-para-tablas-de-surf-ski-foil-1258770666;[];[];False;2026-07-03;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kt/ft/__/c10420p1258770666/i6473687351.jpg?pictureSize=W640
Neopreno Nuevo Alder 3/2 Talla 8 niños;40.0;Playa Flamenca, 03189;"Neopreno de la marca Alder, 3/2 mm, Nuevo.
-Talla 8, L. Niño
- Color negro, rojo y gris.
- Cierre trasero.
-Deportes acuaticos, Surf, Sup, Wingfoil.";https://es.wallapop.com/item/neopreno-alder-3-2-nuevo-1209710995;[];[];False;2026-06-20;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/k0/8a/__/c10420p1209710995/i6159634903.jpg?pictureSize=W640
BARRA KITE DUOTONE CLICKBAR 2023;400.0;Castelldefels, 08860;"Barra de kite Duotone Clickbar en perfecto estado. 

- Incluye barra y líneas.
- Incluye chickenloop freeride.

(P).

Somos PopKite, una tienda especializada en material de Surf, Kite, Windsurf y Wingfoil. Con años de experiencia, asesoramos a riders de todos los niveles y ofrecemos siempre productos de la mejor calidad.
Contáctanos ante cualquier duda, estaremos encantados de ayudarte.";https://es.wallapop.com/item/barra-kite-duotone-clickbar-1166195169;[];[];False;2026-06-16;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/ja/bl/__/c10420p1166195169/i5881312902.jpg?pictureSize=W640
wing Ozone Wasp V2 4.0m Roja. Con leash;450.0;Alcúdia, 07400;"Vendo wing Ozone Wasp V2 de 4.0m en color rojo ❤️, ideal para wingfoil y freeride en días de viento medio–fuerte, muy estable y con buena potencia.
Estado 6/10: con uso y marcas estéticas pero totalmente funcional para seguir navegando sin problemas, perfecta como ala de batalla o como primera wing para progresar.
Incluye funda de transporte original y leash 👉
No incluye bomba ⛔ (se puede usar cualquier bomba estándar tipo SUP/kite con adaptador).
No dudes en escribirme si necesitas mas fotos o tienes cualquier pregunta";https://es.wallapop.com/item/wing-ozone-wasp-v2-4-0m-roja-con-leash-1259500275;[];[4];False;2026-07-06;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kt/vg/__/c10420p1259500275/i6479398975.jpg?pictureSize=W640
Equipo Wingfoil Completo NUEVO AZTRON;1150.0;Sevilla, 41014;"Se vende equipo completo de wingfoil AZTRON. NUEVO A ESTRENAR

- Ala delantera de carbono de 1650 cm².
- Mástil.
- Ala trasera de carbono. 
- Tornillería y accesorios.
- Bolsa de transporte. 

TODO NUEVO A ESTRENAR";https://es.wallapop.com/item/equipo-wingfoil-completo-aztron-1258595222;[];[];False;2026-06-04;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kt/c2/__/c10420p1258595222/i6472750508.jpg?pictureSize=W640
